https://drive.google.com/file/d/13vK41Q_6FD-vWkRGfKiKWfrIwAPFuFTj/view?usp=drivesdk	y6m3DmybFRpgCxunUhAq
https://drive.google.com/file/d/1B-ZYUiot8JYZPEfqJftK3eQWfjNvZiNZ/view?usp=drivesdk	MfltSy4vOa2I3aO1ZXrB
https://drive.google.com/file/d/14Zw2p9-eVFml2iTw_vdjrR68uVIwpG8C/view?usp=drivesdk	pV1leXtwPABTl7K0PJPt
https://drive.google.com/file/d/18UpAyDKryvpmmus7b6X4mENy-kr4_yLq/view?usp=drivesdk	X4MuTgj7YYBAyVDkHbEa
https://drive.google.com/file/d/1yLsIMNuREi6mMI1T70TM8zkfu934vEE8/view?usp=drivesdk	BGrKPUTpKQNtDTcxOdkd
https://drive.google.com/file/d/1Fou_QMC_LiNLAvBNRmWcoHWZ4HOLZg40/view?usp=drivesdk	yz6ZU4Pweke9Fwo1oz9z
https://drive.google.com/file/d/1hqwsRr_NKtjt_3YNk_4kXi8lFY3LWoHu/view?usp=drivesdk	XOq1mXriE5yS0EzgcBuA
https://drive.google.com/file/d/1Xj3XemxHPMz3Yk8j1FE17Nz2WOT2ezhl/view?usp=drivesdk	pTf7ja2v0I6pj0F8jlzU
https://drive.google.com/file/d/12hOvvPAtTm9_oPXlSqmxOt9G2lPTFwWB/view?usp=drivesdk	GdciXKVwsgGDQO441UkB
https://drive.google.com/file/d/1g2LMah3KOQM2OotexsjfrknPKmDl3pTx/view?usp=drivesdk	cpbkhxse6I5XwRONiQty
https://drive.google.com/file/d/1_lvR4h8w8Q513N-Quby57iHHMWy8ep4M/view?usp=drivesdk	A2khe42utVOWR3AIfKDC
https://drive.google.com/file/d/1yjicHz0gAzsQ7sbzxbykVzE88Eybk8Ev/view?usp=drivesdk	s4YPeBHRR8sP80LZrHYG
https://drive.google.com/file/d/1WX_qf9J0K6mY79wzEl_jjxE7qm-_ZRO7/view?usp=drivesdk	ImTTZ7Fu64qWeOHvbgRc
https://drive.google.com/file/d/193_4ou_s8PxmMVQH1aiDYcSVOTfWSU0b/view?usp=drivesdk	cpbkhxse6I5XwRONiQty
https://drive.google.com/file/d/1S6ffHlyEwXi-wtXE8j60rmdSAODz7RkB/view?usp=drivesdk	uhvpCocauZDfvY6JgdFc
https://drive.google.com/file/d/1EuRnWj9NYasr1OVG7S_Ij644c3WHjkkh/view?usp=drivesdk	6CtZoyvZkPXz17g4Xxm1
https://drive.google.com/file/d/1BiJJUq4WCcmsrtQ3h4uyXnE0RVk8h4cI/view?usp=drivesdk	Z5RfTDpHRyxiE8CciqXB
https://drive.google.com/file/d/14_k0CZyTHCcEQDgfOujIP7V0jW-ZsL37/view?usp=drivesdk	Ijxfq2I96Ay5f2rVmmVk
https://drive.google.com/file/d/1jNbKWi5q87Clp6WqlmQa2PRCZncu-rW1/view?usp=drivesdk	EXrSqyLZrxAXreq0VRt8
https://drive.google.com/file/d/1NiyZUlCtvQYo9OeQBUOkY7-VScYxMIlE/view?usp=drivesdk	220ySvjMhrWjFtqvWBXf
https://drive.google.com/file/d/1EQ9Dcd2G7gdlWeaNvBcMaxPdpdlvBXKK/view?usp=drivesdk	q6EWMTmKKYlWLeKxOZjD
https://drive.google.com/file/d/1RXQbwQ-SThnxPIeFc5crnckTvZFD_FmJ/view?usp=drivesdk	ZCFX2W0MBDfKBIiiGy6Z
#N/D	9XL0y383dPz0PLMF5bQ3
https://drive.google.com/file/d/1MjYm3rrM_oH4gMg_yxPZ-urD2XlNPKJ0/view?usp=drivesdk	7m0pF8vZwZ3M7Ud0OO2D
https://drive.google.com/file/d/178iiK7cHxKlPW2pVD9ju1jsJxyszlzd9/view?usp=drivesdk	7LGX0wo4YIY36f9XIU7n
https://drive.google.com/file/d/1zz97werde3A4is829U-r-i68gbMVqUI2/view?usp=drivesdk	AnIBqWStSTZkT6dhhkBs
https://drive.google.com/file/d/1zvIb1Y5Og00DbB4Vbm7Nw0nxlv3w4HuJ/view?usp=drivesdk	xBEH9DV2A8iSseYoenyo
https://drive.google.com/file/d/1T9xS8DyyUPkJ20QlYOAyAuvQRxdgJGhU/view?usp=drivesdk	Iz5RIVFBrUs8Uho4Unkd
https://drive.google.com/file/d/12Jg4R5h9RVcGg56JIxveo3Br1XKDSC9l/view?usp=drivesdk	kTusRNMrHRteEEKAb2cC
https://drive.google.com/file/d/1sznhav4wRP6Kc1xEjkM3a6_GBjq1PhMQ/view?usp=drivesdk	ZEuQ92Qc3su9TqqeUEVY
https://drive.google.com/file/d/1BlGI2zT51wdoT-xhGRpekjX8uX6dh_g2/view?usp=drivesdk	ltmUfMcSbrabHY7CIixz
https://drive.google.com/file/d/1CWA4HjkZVqrOiP7XOVuZYPJlWiGICLuh/view?usp=drivesdk	a1mys2YIP9JWjEPfUf5S
https://drive.google.com/file/d/1AZXej6DaZEUIMbB0jl3GKoS_eilk9cnb/view?usp=drivesdk	WdSNcMTD8Szy7YbbmmdV
https://drive.google.com/file/d/17M0j0Jc9btbC4iZgNDyQNOwdf9zzBuGZ/view?usp=drivesdk	kQGO8HCd5kMfzMKRLNTE
https://drive.google.com/file/d/1Tzt9nGLQ476dZlKVUVCBJHG9jyOOgXvz/view?usp=drivesdk	A5Nda1m7ZyMBOamPXlD2
https://drive.google.com/file/d/1QlRFQcz_q8QpdHdHVsIjgHs-ABW1BuuE/view?usp=drivesdk	yfa5NfGNrfk5BXV6bmDN
#N/D	JJFmGrEj7iceSytVtfVg
https://drive.google.com/file/d/18loJ65kvmYIdNCCQdTbNGKStOApymURI/view?usp=drivesdk	B001005F
https://drive.google.com/file/d/1piJVDS1_zNkp3nNHDQPhNAA9W6KPSrMV/view?usp=drivesdk	B001005E
#N/D	A0jJ8a0DXvSGcPtEb8Gy
https://drive.google.com/file/d/1ponwD5Fhy0jusktDsRrgrTdeazu_tOcT/view?usp=drivesdk	nDNMx17SUMpRpOfIFhNM
https://drive.google.com/file/d/1YptaHFbGWa_rIowsyIM0VSbgXqbs9F7S/view?usp=drivesdk	TlvCSgg0IVMxiW8xTImA
https://drive.google.com/file/d/1nNYT-Z3qgValJnS-REsNwXHH9H5_HAUA/view?usp=drivesdk	n8OJaYKTtleBGR9CEYuw
#N/D	UzCqG5tQTIrVVskJtFKv
#N/D	LbuUx5rSilXwi6ColuLv
#N/D	ptJ9Lv0e5ExPQeytYeYz
#N/D	HsRcmpXfHUfxfY3zubEj, https://frete-norte-ufsc-blumenau.web.app/volumes/cod/OoHmyG61JqDEcWTuJSWn 
#N/D	lHct8tTyC5h63NFtwkfA
#N/D	0uxH4wIodmPbLNm9jGBQ
#N/D	#N/D
#N/D	UIJgvCjUvOe9PZCiTmNo
https://drive.google.com/file/d/1UlTEGiTh8sCKaW-pGeIik_rNRaTFSyeR/view?usp=drivesdk	zjqW2Jeweo2pjXWW2ZOK
https://drive.google.com/file/d/1PzJAstHUgaEQ0XqLD51ZG77cG702shv4/view?usp=drivesdk	vOGlFhTXBXX3sRzVvHMY
https://drive.google.com/file/d/1ixa4Fo_jCNHhLLlWSYkyLfvgoH5zqTZ6/view?usp=drivesdk	QpYV9qgsRWcBTS7J0M2P
https://drive.google.com/file/d/1nKtE1EvgiqIwrs6vXsrQcJfwcAQElZ23/view?usp=drivesdk	QpYV9qgsRWcBTS7J0M2P
https://drive.google.com/file/d/1nKtE1EvgiqIwrs6vXsrQcJfwcAQElZ23/view?usp=drivesdk	QpYV9qgsRWcBTS7J0M2P
https://drive.google.com/file/d/1F0OeKBc_PdW5LLWfHua3jy9TR9LQskhO/view?usp=drivesdk	y12ZEWTKxDokKwOlNEuH
#N/D	WaMp8Nzwy5UbFz1Hta0b
https://drive.google.com/file/d/1npLl3JWJZEv2XOb6-10HUJxO4ra2JrfQ/view?usp=drivesdk	2ELNLkiTbqa0GYKCJN0g
https://drive.google.com/file/d/1CmGKL-2Wfw2RppOzW2iEleuvG6giMyZw/view?usp=drivesdk	dOtvj02CYDVYyhPVrpxW
https://drive.google.com/file/d/1npLl3JWJZEv2XOb6-10HUJxO4ra2JrfQ/view?usp=drivesdk	#N/D
https://drive.google.com/file/d/1SglilhfbDFgtG1Rczcw5oHWna8mDULVt/view?usp=drivesdk	riNZTAmu2RXQs3dXuWh4
https://drive.google.com/file/d/1MrvUsxaCIx_eaFjqfZo5-N9ZDLSWbW8e/view?usp=drivesdk	riNZTAmu2RXQs3dXuWh4
https://drive.google.com/file/d/17WmCFA4mr3YGHOctQbxKiA2MldVF9P1K/view?usp=drivesdk	myU1eLlmLehjP7WdPqRy
https://drive.google.com/file/d/1Jww0M_gIxL2zEAC4UiGmGAKQPkr1Pq0Q/view?usp=drivesdk	cTHSfGbJU6kx0D0qOlXY
https://drive.google.com/file/d/1Le2-AdI3b4Li1d0wbJDUHPDySnDjGkdL/view?usp=drivesdk	gVYMfnWQGytRPNTxWUnz
https://drive.google.com/file/d/1mdXsra9mBDdD0JqXUJljw2LoOVWkbPNY/view?usp=drivesdk	mH8v1gRE1ajOhBYUll3h
https://drive.google.com/file/d/1RBzwkhuW_HDOrrGj4RyElef0tzbyT-Xd/view?usp=drivesdk	wjITXGJUwPtbuAZKsAng
#N/D	UoK7IGW2t1ssIDGQzmaY
